Code,Legal Name,Business Name,Status,ABN,ACN,RTO Type,Web Address,Registration Manager,Legal Authority,Initial Registration Date,Start Date,End Date,Address,Chief Executive Contact Name,Chief Executive Emails,Chief Executive Title,Chief Executive Phone,Public Enquiries Contact Name,Public Enquiries Contact Title,Public Enquiries Email,Public Enquiries Phone,Registration Enquiries Contact Name,Registration Enquiries Title,Registration Enquiries Email,Registration Enquiries Phone,Qualifications,Courses
90297,Workers Educational Association (WEA) Illawarra,Illawarra Community College;Novo Education Space;WEA Illawarra;WEA Inland,Current,14062944950.0,62944950.0,Community Based Adult Education Provider,http://www.weaillawarra.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/11/1995,28/01/2019,27/01/2026,"50-52 Auburn Street Wollongong, Wollongong, NSW, 2500",Mrs Natasha Osmond-Dreyer,nosmond-dreyer@weaillawarra.com.au,0408555124,0408555124,Mrs. Dannelle Robson,Leader of Community College,dannelle@weaillawarra.com.au,0242261622,Mrs. Dannelle Robson,Manager Vocational Students and Training,dannelle@weaillawarra.com.au,0242261622,,
90299,The Change Network Pty. Limited,,Current,19117327983.0,117327983.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.changenetwork.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,03/07/2000,22/07/2019,21/07/2026,"Suite 4 6 Cowper Wharf Rdwy, WOOLLOOMOOLOO, NSW, 2011",Mr. Joseph Mekertichian,joe.mekertichian@changenetwork.com.au,0422891532,1300848060,,,support@changenetwork.com.au,1300848060,Mr. Joseph Mekertichian,CEO,joe.mekertichian@changenetwork.com.au,1300848060,,
90301,Baptist Business College Ltd,Bedford College;BSKILLED,Current,99000049187.0,49187.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.bedford.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,15/03/2000,01/07/2019,30/06/2026,"2 Columbia Ct, Baulkham Hills, NSW, 2153",Reverend Steven Dixon,ceo@bedford.edu.au,0412949441,1300174174,Ms Sharon Kerr,Manager of Educational Programs,skerr@bedford.edu.au,0418669968,Mr Peter Denison,Chief Delivery Officer,pdenison@bedford.edu.au,0423120958,,
90304,ZEAL FUTURES LEARNING,Central Coast Community College;HUNTER-V-TEC;Zeal Futures Learning,Current,28062943819.0,62943819.0,Community Based Adult Education Provider,https://zealfutures.com.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,15/03/2000,07/11/2018,06/11/2025,"Shirley Street, Ourimbah, NSW, 2258",Ms Sharon Smith,ssmith@zealfutures.com.au,0409154671,1800247864,,,info@zealfutures.com.au,1800247864,Mrs Debbie Laarkamp,General Manager,dlaarkamp@zealfutures.com.au,1800247864,,
90306,"Trustees of the Roman Catholic Church for the Diocese of Wagga Wagga, The",Catholic Education Diocese of Wagga Wagga,Current,36345537994.0,,School - Catholic,http://www.cso.wagga.catholic.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,05/06/2000,09/12/2018,04/11/2025,"PO Box 1012, Wagga Wagga, NSW, 2650",Dr Andrew Watson,watsona7@ww.catholic.edu.au,0417156656,0269370000,Mrs. Vanessa Jennings,CEDWW RTO Manager,jenningsv@ww.catholic.edu.au,0408491991,Mrs. Vanessa Jennings,CEDWW RTO Manager,jenningsv@ww.catholic.edu.au,0408491991,,
90309,CASS Training Pty Ltd,Cass Training International College,Current,19056455620.0,56455620.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.casstraining.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,05/07/2000,28/10/2022,27/10/2029,"48 Lime St, Ground Floor, SYDNEY, NSW, 2000",Ms Yinping Nie,ceo@casstraining.com.au,0452288058,0452288058,Ms Yinping Nie,CEO,ceo@casstraining.com.au,0452288058,Ms Yinping Nie,CEO,ceo@casstraining.com.au,0452288058,,
90319,Western Sydney University Enterprises Pty Limited,Western Sydney University The College,Current,44003474468.0,3474468.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,https://www.westernsydney.edu.au/future/study/application-pathways/the-college/rto-programs,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,10/07/2000,01/05/2023,29/04/2030,"Level 10 169 Macquarie St, PARRAMATTA, NSW, 2150",Mr. Glenn Campbell,glenn.campbell@westernsydney.edu.au,0414502619,0298524068,Dr Geethani Nair,"Director, Vocational Education & Training",geethani.nair@westernsydney.edu.au,0412121103,Dr Geethani Nair,"Director, Vocational Education & Training",geethani.nair@westernsydney.edu.au,0412121103,,
90323,Training Beyond 2000 Pty Ltd,TRAINING BEYOND 2000 PTY LIMITED,Current,16089944338.0,89944338.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.trainingbeyond2000.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,06/07/2000,13/10/2023,11/10/2030,"Unit 2/118 North Steyne, Manly, NSW, 2095",Ms Carla Unicomb,carla@trainingbeyond2000.com.au,0412483707,0299765539,Ms Carla Unicomb,Director,carla@trainingbeyond2000.com.au,0299765539,Ms Carla Unicomb,Director,carla@trainingbeyond2000.com.au,0299765539,,
90325,Tursa Employment & Training Ltd,TURSA EMPLOYMENT & TRAINING,Current,85435210912.0,149935053.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.tursa.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,24/12/1997,01/11/2018,31/10/2025,"11-15 Carrington Street, Lismore, NSW, 2480",Ms Debra Fry,board@tursa.com.au,0447890585,0755363600,Mrs. Karen Twyford,Manager - Skills & Staff Development,training@tursa.com.au,1800266425,Mrs. Karen Twyford,Manager - Skills & Staff Development,karen.twyford@tursa.com.au,0407179326,,
90331,Illawarra Area Child Care Ltd,ECTARC Training Services,Current,87002974076.0,2974076.0,Community Based Adult Education Provider,http://www.ectarc.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,19/11/1997,26/11/2021,25/11/2028,"210 Shellharbour Rd, PORT KEMBLA, NSW, 2505",Ananthalakshmi Kumar,anita@ectarc.com.au,0414395824,0414395824,Mrs Sarah Jane Mezedi,Manager,sarah@ectarc.com.au,0242231111,Mrs Sarah Jane Mezedi,Manager,sarah@ectarc.com.au,0242231111,,
90333,Department of Education,NSW Department of Education,Current,40300173822.0,,School - Government,https://education.nsw.gov.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,18/11/1999,14/11/2019,13/11/2026,"105 Phillip St, PARRAMATTA, NSW, 2150",Ms Suzanne (Suzie) Mary Matthews,suzie.matthews@det.nsw.edu.au,0427317239,0427317239,Ms Cherie Harris,RTO Quality Advisor,cherie.harris2@det.nsw.edu.au,0499787278,Mrs Heather White,VET Curriculum and RTO Quality Coordinator,heather.white@det.nsw.edu.au,0436841587,,
90338,Muurrbay Aboriginal Language & Culture Co-Operative,MUURRBAY ABORIGINAL LANGUAGE AND CULTURE CO OPERATIVE LTD,Current,20831386787.0,,Community Based Adult Education Provider,http://www.muurrbay.org.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,10/05/2000,14/05/2025,13/05/2032,"14 Bellwood Road, Nambucca Heads, NSW, 2448",Mr Peter Gary Williams,CEO@muurrbay.org.au,0427688546,0265694294,Mr Peter Gary Williams,Senior language researcher,CEO@muurrbay.org.au,0265694294,Mr Peter Gary Williams,Senior language researcher,CEO@muurrbay.org.au,0265694294,,
90348,Tomaree Community College Inc,,Current,50404601945.0,,Community Based Adult Education Provider,http://www.tomareecc.nsw.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,19/01/1996,02/12/2023,01/12/2030,"17 Government Rd, Nelson Bay, NSW, 2315",Mrs Linda Mary Drake,ceo@tomareecc.nsw.edu.au,0412213762,0249841011,Mrs Linda Mary Drake,CEO,ceo@tomareecc.nsw.edu.au,0249841011,Mrs Linda Mary Drake,CEO,ceo@tomareecc.nsw.edu.au,0249841011,,
90349,The National Institute of Dramatic Art,,Current,99000257741.0,257741.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.nida.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/10/2001,18/03/2019,17/03/2026,"215 Anzac Parade, Kensington, NSW, 2033",Mr Mark Gaal,mark.gaal@nida.edu.au,0450131988,0296977573,Ms. Loretta Sancataldo,Course Leader Vocational Education and Training,loretta.sancataldo@nida.edu.au,0296977578,Mr Govinda Roser-Finch,"Acting Manager, Vocational Studies",Govinda.Roser@nida.edu.au,0296977514,,
90352,Hunter Plant Operator Training School Ltd,HPOTS Training,Current,87002349555.0,2349555.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.hpots.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,28/07/2000,07/07/2020,06/07/2027,"McFarlane Street Extended, Cessnock, NSW, 2325",Mrs. Bronwyn Musgrove,bronwyn@hpots.com.au,0402494206,0249902588,Mrs. Bronwyn Musgrove,RTO Manager,bronwyn@hpots.com.au,0249902588,Mrs. Bronwyn Musgrove,RTO Manager,bronwyn@hpots.com.au,0249902588,,
90357,Bankstown Community College Inc,BCC Institute;BCCI,Current,16579316093.0,,Community Based Adult Education Provider,http://www.bcci.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,31/07/2000,04/11/2022,03/11/2029,"457 Chapel Rd, Level 1, BANKSTOWN, NSW, 2200",Ms Monique Knight,monique@bcci.edu.au,0405316647,0405316647,,,info@bcci.edu.au,0297938155,Mr. Glen Coates,Compliance & Quality Assurance,glen@bcci.edu.au,0410613546,,
90381,Tuggerah Lakes Community College Limited,TLK Community College,Current,47568269236.0,638920948.0,Community Based Adult Education Provider,http://www.tlkcc.com.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,28/08/2000,02/07/2020,01/07/2027,"Suite 16, 1 Reliance Drive, Tuggerah, NSW, 2259",Mr David Mackay,dmackay@tlkcc.com.au,,(02)43530017,Ms. Paula Casey,Vocational Education and Training Manager,pcasey@tlkcc.com.au,0243530017,Mr Ken Mai,General Manager,kmai@tlkcc.com.au,0243530017,,
90385,NSW Electricity Networks Operations Pty Ltd as Trustee for NSW Electricity Networks Operations Trust,,Current,70250995390.0,609169959.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.transgrid.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,25/08/2000,10/12/2023,10/12/2030,"180 Thomas Street, Sydney, NSW, 2000",Mr. Broughton Webb,broughton.webb@transgrid.com.au,0457545616,62269645,Mr. Paul Bulatao,RTO Specialist,paul.bulatao@transgrid.com.au,96200542,Mr. Paul Bulatao,RTO Specialist,paul.bulatao@transgrid.com.au,96200542,,
90394,Surf Life Saving New South Wales,,Current,93827748379.0,138025573.0,Community Based Adult Education Provider,http://www.surflifesaving.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,06/08/2001,31/03/2023,29/03/2030,"3 Narabang Way, Belrose, NSW, 2085",Steven Pearce,pa@surflifesaving.com.au,0294718000,0294718000,,,education@surflifesaving.com.au,0294718000,Mr Scott Lloyd-Owen,Training and Education Manager,slloydowen@surflifesaving.com.au,0461544754,,
90396,Young Rabbit Pty Ltd,Australian Pacific College;English Unlimited Adelaide;English Unlimited Gold Coast;English Unlimited Melbourne;English Unlimited Sydney,Current,28003381182.0,3381182.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.apc.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,12/10/1994,18/02/2023,17/02/2030,"ADC Building, Lower Ground, 189 Kent Street, Sydney, NSW, 2000",Mr David Yoo,dyoo@apc.edu.au,0414700777,0404700777,Mr David Yoo,Principal Executive Officer,dyoo@apc.edu.au,0404700777,Mr David Yoo,Principal Executive Officer,dyoo@apc.edu.au,0404700777,,
90398,Endeavour Energy Network Operator Partnership,Endeavour Energy,Current,11247365823.0,,Enterprise - Government,http://www.endeavourenergy.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,07/09/2000,07/06/2023,05/06/2030,"10 Darcy St, PARRAMATTA, NSW, 2150",Mr David Morrison,david.morrison@endeavourenergy.com.au,0417294231,133718,Mr David Morrison,Manager Training Delivery,david.morrison@endeavourenergy.com.au,133718,Mr David Morrison,Manager Training Delivery,david.morrison@endeavourenergy.com.au,133718,,
90400,NSW Federation of Housing Associations Inc,Community Housing Industry Association NSW,Current,86488945663.0,,Industry Association,http://www.communityhousing.org.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,18/09/2001,01/04/2023,30/03/2030,"Suite 5 619 Elizabeth St, REDFERN, NSW, 2016",Mr Mark Degotardi,markd@communityhousing.org.au,0419998201,0419998201,Ms. Catherine Tracey,Head of Learning and Development,catherinet@communityhousing.org.au,0296902447,Ms. Catherine Tracey,Head of Learning and Development,catherinet@communityhousing.org.au,0296902447,,
90402,Motor Traders Association of NSW,,Current,63000008088.0,8088.0,Industry Association,http://www.mtansw.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,17/07/1996,09/12/2022,08/12/2029,"214 Parramatta Road, Burwood, NSW, 2134",Mr Stavros Yallouridis,stavros.yallouridis@mtansw.com.au,0437750750,0290169000,,,training@mtansw.com.au,0290169000,Mr Stavros Yallouridis,CEO,stavros.yallouridis@mtansw.com.au,0290169000,,
90403,Boral Construction Materials Ltd,Boral RTO,Current,70000614826.0,614826.0,Enterprise - Non-Government,http://boral.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/06/1999,30/09/2024,29/09/2031,"39 Delhi Rd, NORTH RYDE, NSW, 2113",Mr Robert Hooke,rtoceo@boral.com.au,0402020168,0402020168,RTO Administration,Head of RTO,rto@boral.com.au,0401894455,Mrs Fresca Dessa,Head of RTO,fresca.dessa@boral.com.au,0401894455,,
90409,Institute of Automotive Mechanical Engineers Inc,Institute of Automotive Mechanical Engineers Inc,Current,57000033992.0,33992.0,Industry Association,,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/05/1995,14/01/2024,03/03/2030,"Unit 5 340 Chisholm Rd, AUBURN, NSW, 2144",Mr Peter Blanshard,Peter.blanshard@iame.com.au,0409465339,0409465339,Miss Antonella Abbate,General enquiries,training@iame.com.au,0297821100,Miss Antonella Abbate,VET Registration Enquiries,training@iame.com.au,0297821100,,
90412,Lan-Grove Office Training Centre Pty Ltd,SBTA Community Care;SBTA Culinary Institute;THE SYDNEY BUSINESS & TRAVEL ACADEMY;THE SYDNEY ENGLISH LANGUAGE ACADEMY,Current,95002965639.0,2965639.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.sbta.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,30/11/1995,12/12/2018,11/12/2025,"Level 2, 401 Sussex Street, Sydney, NSW, 2000",Mrs Ramni Jane Lata Koch,janek@sbta.com.au,0416106009,0292122522,Ms Marcela Haddad,Principal,principal@sbta.com.au,0292122522,Ms Marcela Haddad,Principal,principal@sbta.com.au,0292122522,,
90413,Association of Independent Schools NSW,ASSOCIATION OF INDEPENDENT SCHOOLS OF NSW LTD,Current,96003509073.0,3509073.0,Industry Association,http://www.aisnsw.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,12/09/2000,15/10/2019,14/10/2026,"Level 12
99 York Street, Sydney, NSW, 2000",Margery Evans,aisnswvet@aisnsw.edu.au,0292992845,0292992845,Mrs. Carol Amorim,RTO Manager,camorim@aisnsw.edu.au,0292992845,Mrs. Carol Amorim,RTO Manager,camorim@aisnsw.edu.au,0292992845,,
90424,Dental Assistants Professional Association Incorporated,Dental Assistants Professional Association Inc,Current,79305206586.0,,Industry Association,http://www.dapa.asn.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,02/03/2004,01/09/2022,31/08/2029,"Unit 4, 116 Percival Road, Stanmore, NSW, 2048",Mr Martin Thomas,mthomas@dapa.asn.au,,0295693220,Mr Martin Thomas,CEO,mthomas@dapa.asn.au,0295693220,Mr Martin Thomas,CEO,mthomas@dapa.asn.au,0295693220,,
90430,Australian Open Colleges,Australian Real Estate Training Centre,Current,70078846376.0,78846376.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.seia.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,17/02/1997,11/06/2023,10/06/2030,"39 Queen St, AUBURN, NSW, 2144",Mrs. Dianne Stanton,ceo@seia.edu.au,0405432115,1300656693,Mrs. Dianne Stanton,CEO,ceo@seia.edu.au,1300656693,Mrs. Dianne Stanton,CEO,info@seia.edu.au,1300656693,,
